IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,,,2025-09-29 21:14:56.309,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,354877970012210,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,,,,2025-09-29 21:14:56.309,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,354877970012210,,,,,,,,,,,,,,,,,,,,,,,,
3,1,,,-122.3565633,47.1284250,2025-09-29 21:14:57.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,520110,583,-73.820000,,,,28.830000,,,0.000000,,,,,,,,,47.127916,-122.356775
4,1,,,-122.3565633,47.1284250,2025-09-29 21:14:58.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,,,,,,,,,,0.000000,,,,,,,,,47.127916,-122.356775
5,1,,,-122.3565633,47.1284250,2025-09-29 21:14:59.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,520110,583,-75.240000,,,,26.810000,,,0.000000,,,,,,,,,47.127916,-122.356775
6,1,,,-122.3565633,47.1284250,2025-09-29 21:15:00.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,,,,,,,,,,0.000000,,,,,,,,,47.127916,-122.356775
7,1,,,-122.3565633,47.1284250,2025-09-29 21:15:01.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,520110,583,-74.780000,,,,28.640000,,,0.000000,,,,,,,,,47.127916,-122.356775
8,1,,,-122.3565633,47.1284250,2025-09-29 21:15:02.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n41A,520110,583,-74.760000,5.400000,1,Rank 2 (RI1),29.560000,0.000000,17.352941,0.000000,13.200000,,,,,,,,47.127916,-122.356775
9,1,,,-122.3565633,47.1284250,2025-09-29 21:15:03.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n41A,520110,583,-75.040000,,2,Rank 2 (RI1),28.020000,,,0.000000,13.300000,,,,,,,,47.127916,-122.356775
10,1,,,-122.3565633,47.1284250,2025-09-29 21:15:04.000,_20250929_141452_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n41A,520110,583,-76.090000,,,Rank 2 (RI1),29.490000,,,0.000000,12.700000,,,,,,,,47.127916,-122.356775
